"station", date, time, depth (meters), salinity (psu), temperature (centigrade), density (sigma t), chlorophyll raw (ug/l), dissolved oxygen (mg/l) raw, dissolved oxygen (mg/l) adjusted, light transmission (%), pH
"HCB010",1/13/2015,,1.0,21.77,8.14,16.89,3.3,8.6,9.4,91.0,(9999.0)
"HCB010",1/13/2015,,1.5,23.09,8.27,17.90,3.3,8.8,9.6,90.9,(9999.0)
"HCB010",1/13/2015,,1.5,23.25,8.35,18.02,3.1,8.8,9.6,91.5,(9999.0)
"HCB010",1/13/2015,,2.0,24.19,8.29,18.76,3.0,8.9,9.7,91.5,(9999.0)
"HCB010",1/13/2015,,2.0,24.08,8.22,18.69,3.3,8.9,9.6,90.4,(9999.0)
"HCB010",1/13/2015,,2.5,24.51,8.08,19.04,3.0,8.9,9.7,89.7,(9999.0)
"HCB010",1/13/2015,,2.5,24.85,8.23,19.29,3.3,8.8,9.6,89.9,(9999.0)
"HCB010",1/13/2015,,3.0,25.19,8.35,19.54,2.9,8.8,9.6,91.3,(9999.0)
"HCB010",1/13/2015,,3.0,26.13,8.77,20.21,3.2,8.5,9.2,90.5,(9999.0)
"HCB010",1/13/2015,,3.5,26.43,8.86,20.43,3.1,8.2,9.0,89.2,(9999.0)
"HCB010",1/13/2015,,3.5,25.87,8.72,20.02,2.9,8.6,9.3,91.4,(9999.0)
"HCB010",1/13/2015,,4.0,26.57,8.93,20.54,3.0,8.0,8.8,90.5,(9999.0)
"HCB010",1/13/2015,,4.0,26.34,8.88,20.36,2.8,8.3,9.0,90.9,(9999.0)
"HCB010",1/13/2015,,4.5,26.93,9.13,20.79,2.8,8.0,8.7,92.6,(9999.0)
"HCB010",1/13/2015,,4.5,26.77,9.05,20.68,3.0,7.9,8.6,92.6,(9999.0)
"HCB010",1/13/2015,,5.0,26.93,9.14,20.79,2.9,7.7,8.4,93.6,(9999.0)
"HCB010",1/13/2015,,5.0,27.04,9.20,20.86,2.7,7.7,8.4,93.3,(9999.0)
"HCB010",1/13/2015,,5.5,27.13,9.23,20.93,2.7,7.5,8.2,94.1,(9999.0)
"HCB010",1/13/2015,,5.5,27.19,9.27,20.97,2.5,7.5,8.2,94.0,(9999.0)
"HCB010",1/13/2015,,6.0,27.60,9.37,21.27,2.5,7.3,8.0,94.4,(9999.0)
"HCB010",1/13/2015,,6.0,27.26,9.27,21.03,2.6,7.4,8.1,94.3,(9999.0)
"HCB010",1/13/2015,,6.5,27.88,9.46,21.48,2.4,7.1,7.7,94.1,(9999.0)
"HCB010",1/13/2015,,6.5,27.38,9.32,21.11,2.6,7.2,7.9,94.3,(9999.0)
"HCB010",1/13/2015,,7.0,28.08,9.51,21.63,2.5,7.0,7.6,94.2,(9999.0)
"HCB010",1/13/2015,,7.0,27.91,9.47,21.51,2.3,6.9,7.5,93.9,(9999.0)
"HCB010",1/13/2015,,7.5,27.94,9.48,21.53,2.2,6.8,7.4,94.3,(9999.0)
"HCB010",1/13/2015,,7.5,28.23,9.53,21.75,2.4,6.8,7.4,94.0,(9999.0)
"HCB010",1/13/2015,,8.0,28.26,9.53,21.77,2.2,6.6,7.2,94.2,(9999.0)
"HCB010",1/13/2015,,8.0,27.99,9.49,21.57,2.2,6.7,7.3,94.5,(9999.0)
"HCB010",1/13/2015,,8.5,28.03,9.50,21.60,2.2,6.7,7.3,94.6,(9999.0)
"HCB010",1/13/2015,,8.5,28.28,9.54,21.79,2.0,6.5,7.1,94.3,(9999.0)
"HCB010",1/13/2015,,9.0,28.21,9.53,21.73,2.1,6.6,7.1,94.6,(9999.0)
"HCB010",1/13/2015,,9.0,28.37,9.56,21.85,1.9,6.4,7.0,94.3,(9999.0)
"HCB010",1/13/2015,,9.5,28.64,9.57,22.06,2.0,6.4,7.0,94.6,(9999.0)
"HCB010",1/13/2015,,9.5,28.56,9.56,22.00,1.8,6.4,6.9,94.2,(9999.0)
"HCB010",1/13/2015,,10.0,28.59,9.55,22.02,1.6,6.3,6.9,93.7,(9999.0)
"HCB010",1/13/2015,,10.0,28.68,9.55,22.09,1.7,6.4,6.9,93.9,(9999.0)
"HCB010",1/13/2015,,10.5,28.59,9.55,22.02,1.5,6.3,6.8,93.3,(9999.0)
"HCB010",1/13/2015,,10.5,28.71,9.56,22.11,1.4,6.3,6.9,93.2,(9999.0)
"HCB010",1/13/2015,,11.0,28.59,9.54,22.03,1.4,6.3,6.8,93.0,(9999.0)
"HCB010",1/13/2015,,11.0,28.73,9.56,22.13,1.2,6.3,6.8,92.6,(9999.0)
"HCB010",1/13/2015,,11.5,28.77,9.57,22.16,1.2,6.2,6.8,92.2,(9999.0)
"HCB010",1/13/2015,,11.5,28.61,9.53,22.04,1.4,6.2,6.7,92.3,(9999.0)
"HCB010",1/13/2015,,12.0,28.78,9.57,22.17,1.1,6.2,6.8,92.0,(9999.0)
"HCB010",1/13/2015,,12.5,28.81,9.59,22.19,1.1,6.2,6.7,91.6,(9999.0)
"HCB010",1/13/2015,,13.0,28.86,9.60,22.23,1.0,6.1,6.7,91.4,(9999.0)
"HCB010",1/13/2015,,13.5,28.88,9.60,22.24,1.0,6.1,6.7,91.1,(9999.0)
"HCB010",1/13/2015,,14.0,28.89,9.61,22.25,1.0,6.1,6.6,90.9,(9999.0)
"HCB010",1/13/2015,,14.5,28.90,9.61,22.26,0.9,6.1,6.6,90.7,(9999.0)
"HCB010",1/13/2015,,15.0,28.92,9.62,22.27,0.9,6.1,6.6,90.6,(9999.0)
"HCB010",1/13/2015,,15.5,28.93,9.62,22.27,0.9,6.0,6.6,90.4,(9999.0)
"HCB010",1/13/2015,,16.0,28.93,9.62,22.28,0.9,6.0,6.6,90.5,(9999.0)
"HCB010",1/13/2015,,16.5,28.95,9.63,22.29,0.9,6.0,6.5,90.4,(9999.0)
"HCB010",1/13/2015,,17.0,28.99,9.64,22.32,0.9,6.0,6.5,90.2,(9999.0)
"HCB010",1/13/2015,,17.5,29.01,9.61,22.34,0.9,6.0,6.5,90.1,(9999.0)
"HCB010",1/13/2015,,18.0,29.03,9.62,22.36,0.8,6.0,6.5,90.0,(9999.0)
"HCB010",1/13/2015,,18.5,29.04,9.61,22.36,0.8,6.0,6.5,89.8,(9999.0)
"HCB010",1/13/2015,,19.0,29.05,9.60,22.37,0.8,6.0,6.5,89.5,(9999.0)
"HCB010",1/13/2015,,19.5,29.05,9.60,22.37,0.8,6.0,6.5,89.4,(9999.0)
"HCB010",1/13/2015,,20.0,29.05,9.61,22.37,0.8,6.0,6.5,89.3,(9999.0)
"HCB010",1/13/2015,,20.5,29.06,9.61,22.38,0.8,6.0,6.5,89.4,(9999.0)
