"station", date, time, depth (meters), salinity (psu), temperature (centigrade), density (sigma t), chlorophyll raw (ug/l), dissolved oxygen (mg/l) raw, dissolved oxygen (mg/l) adjusted, light transmission (%), pH
"SAR003",1/21/2015,,73.5,29.38,10.62,22.47,0.4,5.4,5.8,76.1,(9999.0)
"SAR003",1/21/2015,,74.0,29.38,10.61,22.47,0.4,5.4,5.9,76.3,(9999.0)
"SAR003",1/21/2015,,74.5,29.38,10.60,22.47,0.4,5.4,5.9,75.8,(9999.0)
"SAR003",1/21/2015,,75.0,29.38,10.61,22.47,0.4,5.4,5.9,75.6,(9999.0)
"SAR003",1/21/2015,,75.5,29.38,10.61,22.47,0.4,5.4,5.9,75.3,(9999.0)
"SAR003",1/21/2015,,76.0,29.38,10.61,22.47,0.4,5.4,5.9,74.8,(9999.0)
"SAR003",1/21/2015,,76.5,29.40,10.61,22.48,0.4,5.4,5.9,75.0,(9999.0)
"SAR003",1/21/2015,,77.0,29.40,10.61,22.49,0.4,5.4,5.9,75.0,(9999.0)
"SAR003",1/21/2015,,77.5,29.40,10.61,22.48,0.4,5.4,5.9,74.7,(9999.0)
"SAR003",1/21/2015,,78.0,29.40,10.62,22.48,0.4,5.4,5.8,74.4,(9999.0)
"SAR003",1/21/2015,,78.5,29.40,10.61,22.48,0.4,5.4,5.9,74.2,(9999.0)
"SAR003",1/21/2015,,79.0,29.40,10.61,22.48,0.4,5.4,5.8,74.0,(9999.0)
"SAR003",1/21/2015,,79.5,29.40,10.62,22.48,0.4,5.4,5.8,73.9,(9999.0)
"SAR003",1/21/2015,,80.0,29.40,10.62,22.48,0.4,5.4,5.9,73.8,(9999.0)
"SAR003",1/21/2015,,80.5,29.40,10.62,22.49,0.4,5.4,5.8,73.3,(9999.0)
"SAR003",1/21/2015,,81.0,29.40,10.62,22.49,0.4,5.3,5.8,73.3,(9999.0)
"SAR003",1/21/2015,,81.5,29.41,10.62,22.49,0.4,5.4,5.8,73.6,(9999.0)
"SAR003",1/21/2015,,82.0,29.41,10.62,22.49,0.4,5.4,5.8,73.2,(9999.0)
"SAR003",1/21/2015,,82.5,29.41,10.62,22.49,0.4,5.3,5.8,73.4,(9999.0)
"SAR003",1/21/2015,,83.0,29.42,10.63,22.49,0.4,5.3,5.8,73.6,(9999.0)
"SAR003",1/21/2015,,83.5,29.42,10.63,22.50,0.4,5.3,5.8,73.0,(9999.0)
"SAR003",1/21/2015,,84.0,29.42,10.63,22.50,0.4,5.3,5.8,72.8,(9999.0)
"SAR003",1/21/2015,,84.5,29.42,10.63,22.50,0.4,5.3,5.8,73.0,(9999.0)
"SAR003",1/21/2015,,85.0,29.42,10.63,22.50,0.4,5.3,5.8,72.6,(9999.0)
"SAR003",1/21/2015,,85.5,29.42,10.62,22.50,0.4,5.3,5.8,73.0,(9999.0)
"SAR003",1/21/2015,,86.0,29.43,10.61,22.51,0.4,5.3,5.8,72.9,(9999.0)
"SAR003",1/21/2015,,86.5,29.44,10.60,22.52,0.4,5.3,5.8,72.6,(9999.0)
"SAR003",1/21/2015,,87.0,29.44,10.59,22.52,0.4,5.3,5.8,72.6,(9999.0)
"SAR003",1/21/2015,,87.5,29.44,10.57,22.52,0.4,5.4,5.8,72.1,(9999.0)
"SAR003",1/21/2015,,88.0,29.44,10.57,22.52,0.4,5.4,5.9,71.9,(9999.0)
"SAR003",1/21/2015,,88.5,29.44,10.57,22.53,0.4,5.4,5.8,71.7,(9999.0)
"SAR003",1/21/2015,,89.0,29.45,10.57,22.53,0.4,5.4,5.8,71.1,(9999.0)
"SAR003",1/21/2015,,89.5,29.45,10.56,22.53,0.4,5.4,5.9,71.2,(9999.0)
"SAR003",1/21/2015,,90.0,29.45,10.55,22.53,0.4,5.4,5.9,70.8,(9999.0)
"SAR003",1/21/2015,,90.5,29.45,10.55,22.53,0.4,5.4,5.9,70.7,(9999.0)
"SAR003",1/21/2015,,91.0,29.45,10.55,22.53,0.4,5.4,5.9,70.5,(9999.0)
"SAR003",1/21/2015,,91.5,29.45,10.54,22.53,0.4,5.4,5.9,70.4,(9999.0)
"SAR003",1/21/2015,,92.0,29.45,10.53,22.54,0.4,5.4,5.9,70.2,(9999.0)
"SAR003",1/21/2015,,92.5,29.45,10.53,22.54,0.4,5.4,5.9,70.0,(9999.0)
"SAR003",1/21/2015,,93.0,29.46,10.52,22.54,0.4,5.4,5.9,69.9,(9999.0)
"SAR003",1/21/2015,,93.5,29.46,10.52,22.54,0.4,5.4,5.9,69.6,(9999.0)
"SAR003",1/21/2015,,94.0,29.46,10.52,22.54,0.4,5.4,5.9,69.5,(9999.0)
"SAR003",1/21/2015,,94.5,29.46,10.51,22.54,0.4,5.4,5.9,69.3,(9999.0)
"SAR003",1/21/2015,,95.0,29.46,10.51,22.55,0.4,5.4,5.9,69.3,(9999.0)
"SAR003",1/21/2015,,95.5,29.46,10.51,22.55,0.4,5.4,5.9,69.1,(9999.0)
"SAR003",1/21/2015,,96.0,29.46,10.52,22.54,0.4,5.4,5.9,69.2,(9999.0)
"SAR003",1/21/2015,,96.5,29.46,10.52,22.54,0.4,5.4,5.9,69.0,(9999.0)
"SAR003",1/21/2015,,97.0,29.46,10.51,22.54,0.4,5.4,5.9,68.8,(9999.0)
"SAR003",1/21/2015,,97.5,29.45,10.50,22.54,1.2,5.4,5.9,67.3,(9999.0)
