"station", date, time, depth (meters), salinity (psu), temperature (centigrade), density (sigma t), chlorophyll raw (ug/l), dissolved oxygen (mg/l) raw, dissolved oxygen (mg/l) adjusted, light transmission (%), pH
"ADM002",1/21/2015,,2.0,30.02,8.99,23.22,,5.6,,85.2,
"ADM002",1/21/2015,,2.5,30.06,8.99,23.25,,6.6,,84.7,
"ADM002",1/21/2015,,3.0,30.10,8.98,23.29,,6.9,,84.5,
"ADM002",1/21/2015,,3.5,30.12,8.98,23.31,,6.9,,84.4,
"ADM002",1/21/2015,,4.0,30.14,8.98,23.32,,7.0,,84.4,
"ADM002",1/21/2015,,4.5,30.16,8.98,23.33,,7.0,,84.3,
"ADM002",1/21/2015,,5.0,30.17,8.97,23.34,,7.0,,84.2,
"ADM002",1/21/2015,,5.5,30.18,8.97,23.35,,6.9,,84.2,
"ADM002",1/21/2015,,6.0,30.20,8.97,23.37,,6.9,,84.2,
"ADM002",1/21/2015,,6.5,30.24,8.96,23.40,,6.9,,84.2,
"ADM002",1/21/2015,,7.0,30.26,8.96,23.42,,6.9,,84.1,
"ADM002",1/21/2015,,7.5,30.27,8.96,23.42,,6.9,,83.7,
"ADM002",1/21/2015,,8.0,30.28,8.96,23.43,,6.9,,83.5,
"ADM002",1/21/2015,,8.5,30.28,8.96,23.43,,6.9,,83.1,
"ADM002",1/21/2015,,9.0,30.29,8.96,23.44,,6.9,,82.9,
"ADM002",1/21/2015,,9.5,30.29,8.96,23.44,,6.9,,82.8,
"ADM002",1/21/2015,,10.0,30.30,8.96,23.44,,6.9,,82.5,
"ADM002",1/21/2015,,10.5,30.30,8.96,23.45,,6.9,,82.5,
"ADM002",1/21/2015,,11.0,30.31,8.96,23.45,,6.9,,82.5,
"ADM002",1/21/2015,,11.5,30.32,8.96,23.46,,6.9,,82.5,
"ADM002",1/21/2015,,12.0,30.32,8.96,23.46,,6.9,,82.1,
"ADM002",1/21/2015,,12.5,30.32,8.96,23.46,,6.9,,81.9,
"ADM002",1/21/2015,,13.0,30.32,8.96,23.47,,6.9,,81.6,
"ADM002",1/21/2015,,13.5,30.33,8.95,23.47,,6.9,,81.3,
"ADM002",1/21/2015,,14.0,30.33,8.95,23.47,,6.9,,81.5,
"ADM002",1/21/2015,,14.5,30.34,8.95,23.48,,6.9,,81.7,
"ADM002",1/21/2015,,15.0,30.34,8.95,23.48,,6.9,,81.0,
"ADM002",1/21/2015,,15.5,30.34,8.95,23.48,,6.9,,81.2,
"ADM002",1/21/2015,,16.0,30.34,8.95,23.48,,6.9,,81.0,
"ADM002",1/21/2015,,16.5,30.34,8.95,23.48,,6.9,,81.0,
"ADM002",1/21/2015,,17.0,30.34,8.95,23.48,,6.9,,81.1,
"ADM002",1/21/2015,,17.5,30.34,8.95,23.48,,6.9,,81.2,
"ADM002",1/21/2015,,18.0,30.34,8.95,23.48,,6.9,,81.3,
"ADM002",1/21/2015,,18.5,30.35,8.95,23.49,,6.9,,81.0,
"ADM002",1/21/2015,,19.0,30.35,8.95,23.49,,6.9,,81.0,
"ADM002",1/21/2015,,19.5,30.36,8.95,23.49,,6.9,,81.3,
"ADM002",1/21/2015,,20.0,30.37,8.95,23.51,,6.8,,81.3,
"ADM002",1/21/2015,,20.5,30.39,8.95,23.52,,6.8,,81.3,
"ADM002",1/21/2015,,21.0,30.42,8.94,23.55,,6.8,,81.2,
"ADM002",1/21/2015,,21.5,30.45,8.94,23.57,,6.8,,81.2,
"ADM002",1/21/2015,,22.0,30.46,8.94,23.57,,6.8,,80.4,
