"station", date, time, depth (meters), salinity (psu), temperature (centigrade), density (sigma t), chlorophyll raw (ug/l), dissolved oxygen (mg/l) raw, dissolved oxygen (mg/l) adjusted, light transmission (%), pH
"ADM001",1/20/2015,,1.5,29.25,9.50,22.54,0.7,6.9,7.6,90.3,(9999.0)
"ADM001",1/20/2015,,2.0,29.18,9.53,22.48,0.7,7.0,7.6,89.3,(9999.0)
"ADM001",1/20/2015,,2.5,29.18,9.53,22.49,0.7,7.0,7.6,90.0,(9999.0)
"ADM001",1/20/2015,,3.0,29.20,9.53,22.50,0.8,7.0,7.6,90.0,(9999.0)
"ADM001",1/20/2015,,3.5,29.24,9.50,22.53,0.7,6.9,7.6,89.8,(9999.0)
"ADM001",1/20/2015,,4.0,29.25,9.49,22.54,0.8,7.0,7.6,89.5,(9999.0)
"ADM001",1/20/2015,,4.5,29.25,9.49,22.54,0.8,7.0,7.6,89.5,(9999.0)
"ADM001",1/20/2015,,5.0,29.25,9.48,22.55,0.9,7.0,7.6,89.3,(9999.0)
"ADM001",1/20/2015,,5.5,29.25,9.48,22.55,0.9,6.9,7.6,89.3,(9999.0)
"ADM001",1/20/2015,,6.0,29.25,9.48,22.55,0.9,6.9,7.6,89.2,(9999.0)
"ADM001",1/20/2015,,6.5,29.25,9.48,22.55,1.0,6.9,7.6,89.2,(9999.0)
"ADM001",1/20/2015,,7.0,29.26,9.48,22.55,1.0,6.9,7.6,89.2,(9999.0)
"ADM001",1/20/2015,,7.5,29.26,9.48,22.55,1.0,6.9,7.6,89.3,(9999.0)
"ADM001",1/20/2015,,8.0,29.25,9.48,22.55,0.9,6.9,7.6,89.2,(9999.0)
"ADM001",1/20/2015,,8.5,29.26,9.48,22.56,0.9,6.9,7.6,89.1,(9999.0)
"ADM001",1/20/2015,,9.0,29.27,9.47,22.57,0.9,6.9,7.6,89.2,(9999.0)
"ADM001",1/20/2015,,9.5,29.27,9.47,22.56,0.9,6.9,7.6,89.2,(9999.0)
"ADM001",1/20/2015,,10.0,29.26,9.48,22.56,0.9,6.9,7.6,89.2,(9999.0)
"ADM001",1/20/2015,,10.5,29.26,9.48,22.56,0.9,7.0,7.6,89.0,(9999.0)
"ADM001",1/20/2015,,11.0,29.26,9.47,22.56,0.9,6.9,7.6,89.0,(9999.0)
"ADM001",1/20/2015,,11.5,29.27,9.47,22.56,0.9,6.9,7.6,89.1,(9999.0)
"ADM001",1/20/2015,,12.0,29.27,9.47,22.57,0.9,6.9,7.5,89.0,(9999.0)
"ADM001",1/20/2015,,12.5,29.28,9.47,22.57,0.9,7.0,7.6,89.1,(9999.0)
"ADM001",1/20/2015,,13.0,29.28,9.46,22.58,0.9,7.0,7.6,89.0,(9999.0)
"ADM001",1/20/2015,,13.5,29.28,9.46,22.57,0.9,6.9,7.6,88.8,(9999.0)
